,분류,제목,날짜,주소,,,,,,,,,
984,AI학부 공지사항,디지털 신기술 인재양성 혁신공유대학 관련 2021학년도 2학기 개설 ..,2021-08-03,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=360127&page=26&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
985,AI학부 공지사항,2021-2학기 국내교류대학(대구가톨릭대학교) 신청 안내..,2021-08-03,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=360103&page=26&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
986,AI학부 공지사항,데이터 분석 경진대회「제9회 2021 빅콘테스트」참여 홍보..,2021-07-29,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=359411&page=26&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
987,AI학부 공지사항,마일리지 장학제도 자기주도활동 배점표 변경 안내..,2021-07-29,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=359322&page=26&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
988,AI학부 공지사항,2021학년도 2학기 인공지능전공 표준시간표,2021-07-26,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=358842&page=26&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
989,AI학부 공지사항,[대학혁신]2021-2학기 Tr.L 클러스트 운영 안내,2021-07-22,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=358389&page=26&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
990,AI학부 공지사항,"""개방형 클라우드 플랫폼 파스-타 기반 서비스 개발 및 아이디어 공..",2021-07-21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=358188&page=26&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
991,AI학부 공지사항,「제8회 소프트웨어 개발보안 경진대회」 개최 안내..,2021-07-21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=358092&page=26&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
992,AI학부 공지사항,[대학혁신]2021-1학기 DU-학습증진 프로그램 참가 협조 요청..,2021-07-21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=358088&page=26&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
993,AI학부 공지사항,"2021-2학기 국내교류대학(숙명여자대학교, 금오공과대학교) 신청 안..",2021-07-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=358004&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
994,AI학부 공지사항,취업셀동아리와 함께하는 직무특강 프로그램 홍보 안내..,2021-07-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=357999&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
995,AI학부 공지사항,2021-2학기 국내교류대학(조선대학교) 신청 안내,2021-07-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=357996&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
996,AI학부 공지사항,2021-2학기 국내교류대학(동아대학교) 신청 안내,2021-07-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=357939&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
997,AI학부 공지사항,2021학년도 제1학기 학사학위취득 유예(졸업연기) 신규 및 기간변경..,2021-07-16,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=357536&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
998,AI학부 공지사항,2021-2학기 국내교류대학(계명대학교) 신청 안내,2021-07-16,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=357490&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
999,AI학부 공지사항,2021-2학기 국내교류대학(대구사이버대학교) 신청 안내..,2021-07-15,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=357396&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1000,AI학부 공지사항,[공학교육혁신센터] 반도체 산업 동향 직무 소개 온라인 교육 안내..,2021-07-15,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=357283&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1001,AI학부 공지사항,2021-2학기 국내교류대학(동국대학교 서울캠퍼스) 신청 안내..,2021-07-15,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=357281&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1002,AI학부 공지사항,제2회 대구경북 LINC+ 극한환경 드론 경진대회 참가 지원 연장 안내..,2021-07-13,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=356912&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1003,AI학부 공지사항,2021-2학기 국내교류대학(안동대학교) 신청 안내,2021-07-13,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=356909&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1004,AI학부 공지사항,2021-2학기 국내교류대학(영남대학교) 신청 안내,2021-07-13,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=356904&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1005,AI학부 공지사항,2021-2학기 국내교류대학(제주대학교) 신청 안내,2021-07-13,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=356901&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1006,AI학부 공지사항,스마트센싱 창의융복합전공 - 온라인 공동 프로그램 안내..,2021-07-09,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=356572&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1007,AI학부 공지사항,2021학년도 7월 모의토익 시험 실시 안내,2021-07-08,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=356331&page=27&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1008,AI학부 공지사항,대학혁신지원사업 설문조사 요청,2021-07-08,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=356328&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1009,AI학부 공지사항,2021-2학기 국내교류대학(서울시립대학교) 신청 안내..,2021-07-06,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=355933&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1010,AI학부 공지사항,‘이젠 나도 CEO‘ [제1회 대구여성 창업스타전] 안내..,2021-07-05,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=355718&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1011,AI학부 공지사항,2021년 코칭강사 민간자격증코스(코칭강사 5기모집) 안내..,2021-07-05,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=355714&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1012,AI학부 공지사항,2021학년도 제2학기 재입학 전형 실시 안내,2021-07-05,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=355709&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1013,AI학부 공지사항,「2021년 기술영향평가」시민포럼 및 온라인 시민참여 홍보..,2021-07-05,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=355706&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1014,AI학부 공지사항,2021년 생애최초 청년창업 지원 (예비)창업자 모집 공고..,2021-07-05,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=355701&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1015,AI학부 공지사항,스마트센싱 창의융복합전공 - 온라인 공동 프로그램 안내..,2021-06-29,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=355143&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1016,AI학부 공지사항,반도체 직무아카데미(취업연계 5차) 모집 안내,2021-06-28,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=354960&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1017,AI학부 공지사항,[메이커스페이스(AZIT)] 『2021 여름 방학 메이커 프로그램』 선..,2021-06-24,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=354501&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1018,AI학부 공지사항,제2회 대구경북 LINC+ 극한환경 드론 경진대회 참가 지원 공고..,2021-06-21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=354069&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1019,AI학부 공지사항,인공지능 인재양성 현황 파악을 위한 설문조사 안내..,2021-06-18,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=353699&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1020,AI학부 공지사항,DU-HEART 인재 인증제 안내,2021-06-16,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=353203&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1021,AI학부 공지사항,4차 산업혁명 취?창업 역량강화 인재양성 프로그램 공고..,2021-06-15,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=353043&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1022,AI학부 공지사항,"2021년 ""대학 교수·학습과정 설문조사"" 관련 설문조사 실시 협조 ..",2021-06-15,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=352952&page=28&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1023,AI학부 공지사항,소프트웨어분야 구인 안내,2021-06-15,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=352948&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1024,AI학부 공지사항,「관악구×삼성전자 청년 취업멘토링」 참여자 모집 안내..,2021-06-15,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=352941&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1025,AI학부 공지사항,스마트센싱 창의융복합전공 - 프리캡스톤디자인 과제 지원 프로그램..,2021-06-11,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=352504&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1026,AI학부 공지사항,2021학년도 하반기 인재양성원 원생 모집 안내,2021-06-10,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=352280&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1027,AI학부 공지사항,2021학년도 1학기 비대면수업 학생 만족도 평가(기말평가) 실시 안..,2021-06-04,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=351320&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1028,AI학부 공지사항,2021학년도 국가근로장학금 권역별 취업연계 활성화유형(히어로 양..,2021-06-04,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=351252&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1029,AI학부 공지사항,[대학혁신] 2021-1학기 DU 심리검사 및 해석상담 축제 안내..,2021-06-04,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=351201&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1030,AI학부 공지사항,[대학혁신] 2021학년도 DU 전공교육과정 모니터링단 추가 모집 안내..,2021-06-03,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=351064&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1031,AI학부 공지사항,2021학년도 DU창업 활성화 특강 4회차 운영 공고 협조 요청..,2021-06-03,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=351061&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1032,AI학부 공지사항,반도체기업취업연계 직무아카데미 모집 안내,2021-06-03,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=351060&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1033,AI학부 공지사항,"2021년도 6월 외국어 모의시험(토익, 토익스피킹, 오픽, 토플) 실시..",2021-06-01,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=350164&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1034,AI학부 공지사항,2021학년도 1학기 기말고사 수업평가 실시 안내,2021-06-01,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=350131&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1035,AI학부 공지사항,[교직] 2021학년도 제1학기 교직복수전공 신청 및 포기 안내..,2021-06-01,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=350073&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1036,AI학부 공지사항,2021학년도 여름학기 외국어특강 개강 안내,2021-05-28,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=349445&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1037,AI학부 공지사항,2021학년도 제1학기 캡스톤디자인 경진대회 접수기간 연장 공고 안..,2021-05-27,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=349189&page=29&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1038,AI학부 공지사항,2021-여름계절학기 국내교류대학(대구가톨릭대학교) 신청 안내..,2021-05-27,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=349164&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1039,AI학부 공지사항,2021-하계 계절학기 국내교류대학(호남대학교) 신청 안내..,2021-05-26,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=348875&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1040,AI학부 공지사항,고용노동부「국민취업지원제도」지원사업 교내출장상담소 운영 안..,2021-05-26,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=348872&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1041,AI학부 공지사항,2021-여름계절학기 국내교류대학(조선대학교) 신청 안내..,2021-05-26,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=348780&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1042,AI학부 공지사항,2020학년도 후기 교원자격 무시험검정원서 접수 안내..,2021-05-24,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=348158&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1043,AI학부 공지사항,2021-2학기 국가장학금 1차 필수신청 안내,2021-05-21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=347690&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1044,AI학부 공지사항,2021-여름계절학기 국내교류대학(금오공과대학교) 신청 안내..,2021-05-21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=347678&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1045,AI학부 공지사항,[공학교육혁신센터] 하계 실리콘밸리 온라인 창업연수 모집..,2021-05-21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=347587&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1046,AI학부 공지사항,"[경북평생] 2021 경북 평생교육 공모사업 ""홈 카페, 홈텐딩 클래쓰""..",2021-05-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=347425&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1047,AI학부 공지사항,2021학년도 DU창업 활성화 특강 3회차 운영 안내,2021-05-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=347419&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1048,AI학부 공지사항,[대학혁신] 2021학년도 사이버범죄(게임중독 및 게임사기) 예방교육..,2021-05-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=347261&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1049,AI학부 공지사항,제19회 임베디드SW경진대회 개최 안내(~5/24),2021-05-18,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=346722&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1050,AI학부 공지사항,2021학년도 제1학기 캡스톤디자인 경진대회 안내,2021-05-14,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=346186&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1051,AI학부 공지사항,2021-여름계절학기 국내교류대학(계명대학교) 신청 안내..,2021-05-14,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=346122&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1052,AI학부 공지사항,일반대학원 2021학년도 학·석사연계과정생 모집 안내..,2021-05-13,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=345964&page=30&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1053,AI학부 공지사항,2021 달서 전국대학생 발명아이디어 콘테스트 안내..,2021-05-13,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=345941&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1054,AI학부 공지사항,2021학년도 신입생 실태조사 실시(재안내),2021-05-13,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=345882&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1055,AI학부 공지사항,2021학년도 후기 일반대학원 신입학 실시 안내,2021-05-11,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=345268&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1056,AI학부 공지사항,경북ICT이노베이션스퀘어 및 AIㆍBC 교육 안내,2021-05-10,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=344967&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1057,AI학부 공지사항,"2021-여름계절학기 국내교류대학(대구한의대학교,광주여자대학교,대..",2021-05-10,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=344940&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1058,AI학부 공지사항,2021학년도 제2학기 전과 전형 실시 안내,2021-05-07,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=344571&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1059,AI학부 공지사항,2021학년도 1학기 형제·자매 장학금 신청 안내,2021-05-06,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=344422&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1060,AI학부 공지사항,2021학년도 5월 모의토익 시험 실시 안내,2021-05-06,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=344348&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1061,AI학부 공지사항,학과추천인턴십(해외현장실습) 신청 안내,2021-05-06,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=344264&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1062,AI학부 공지사항,2021년 지역밀착형 연구활동 지원사업 안내,2021-05-06,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=344261&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1063,AI학부 공지사항,2021학년도 DU창업 활성화 특강 2회차 운영 공고,2021-04-30,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=343063&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1064,AI학부 공지사항,[대학혁신] 2021 Patent NOW! 특허캠프 참여학생 모집 안내..,2021-04-29,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=342801&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1065,AI학부 공지사항,NET 챌린지 시즌8(ICT 아이디어 경진대회) 참가 신청 안내..,2021-04-28,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=342469&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1066,AI학부 공지사항,"2021-여름계절수업 국내교류대학(안동대학교, 서울시립대학교) 신청..",2021-04-28,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=342465&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1067,AI학부 공지사항,산학협력단 청년 기술사업화 전담인력 채용 안내,2021-04-28,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=342393&page=31&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1068,AI학부 공지사항,[대학혁신]2021-1학기 나의 학습법 노하우 공모전 안내..,2021-04-28,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=342392&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1069,AI학부 공지사항,2021-여름계절학기 국내교류대학(영남대학교) 신청 안내..,2021-04-28,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=342386&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1070,AI학부 공지사항,스마트센싱 창의융복합전공 참여 안내 - 인공지능전공 재학생 대상..,2021-04-27,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=342159&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1071,AI학부 공지사항,2021년 연구실 안전 콘텐츠 공모전 개최‘ 관련 참여 안내..,2021-04-26,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=341691&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1072,AI학부 공지사항,2021학년도 신입생 실태조사 실시 협조 요청,2021-04-26,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=341665&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1073,AI학부 공지사항,2021학년도 제1학기 쌍방향 현장체험 프로그램 공고..,2021-04-26,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=341647&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1074,AI학부 공지사항,"2021-여름계절수업 국내교류대학(서울디지털대학교, 제주대학교) 신..",2021-04-23,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=341242&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1075,AI학부 공지사항,재난안전통신망 서비스 아이디어 공모전(Safe-Net 2021) 안내..,2021-04-23,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=341181&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1076,AI학부 공지사항,[대학혁신] 2021학년도 「DU 북(Book)돋움 독후감 공모전」안내..,2021-04-22,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=341012&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1077,AI학부 공지사항,반도체기업 취업선배 온라인 특강 프로그램 안내,2021-04-21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=340788&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1078,AI학부 공지사항,2021-여름계절학기 국내학점교류(숙명여자대학교) 신청 안내..,2021-04-21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=340689&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1079,AI학부 공지사항,2021학년도 DU창업 활성화 특강 1회차 운영 공고,2021-04-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=340583&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1080,AI학부 공지사항,2021학년도 1학기 비대면수업 학생 만족도 평가(중간평가) 실시 안..,2021-04-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=340581&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1081,AI학부 공지사항,졸업예정자 및 졸업생 참여 프로그램 홍보,2021-04-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=340455&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1082,AI학부 공지사항,"2021학년도 제1학기 부·복수(융복합)전공 및 마이크로전공 신청, ..",2021-04-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=340453&page=32&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1083,AI학부 공지사항,[대학혁신]나만의 취업목표설정 및 전략수립- 맞춤형 원포인트 특강..,2021-04-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=340449&page=33&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1084,AI학부 공지사항,[대학혁신] 2021학년도 DU 전공교육과정 모니터링단 모집 안내..,2021-04-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=340442&page=33&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1085,AI학부 공지사항,2021학년도 동문장학금 신청 안내,2021-04-13,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=338883&page=33&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
1086,AI학부 공지사항,[대학혁신] 2021학년도 1학기 자기설계전공 개발 공모 신청 안내..,2021-04-12,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=338682&page=33&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
