,class,title,date,url
454,장학,2023년도 춘천시민장학복지재단 상반기 장학생 선발공고 ...,2023-03-09,https://daegu.ac.kr/article/DG159/detail/627702
455,수업학적,[수강포기]2023-1학기 수강포기 신청기간 및 방법 ...,2023-03-07,https://daegu.ac.kr/article/DG159/detail/627522
456,장학,충남인재육성재단 2023년도 커뮤니티 지원 장학사업 안 ...,2023-03-07,https://daegu.ac.kr/article/DG159/detail/627503
457,학생모집,2023-1학기 DU사회공헌단 행복나눔 참가자 모집(구 ...,2023-03-07,https://daegu.ac.kr/article/DG159/detail/627461
458,장학,[재단] 2023년 1학기 국가장학금 신청자 가구원 동 ...,2023-03-07,https://daegu.ac.kr/article/DG159/detail/627443
459,수업학적,[취업] 2023-1학기 진로·취업교과목 안내(재공지),2023-03-07,https://daegu.ac.kr/article/DG159/detail/627441
460,장학,[장학재단] 2023년 대통령과학장학금 선발 공고,2023-03-06,https://daegu.ac.kr/article/DG159/detail/627242
461,장학,2022년 하반기 통영시 대학생 학자금 이자 지원 추 ...,2023-03-06,https://daegu.ac.kr/article/DG159/detail/627240
462,장학,[재단]2023년 1학기 고졸 후 학습자 장학사업(희망 ...,2023-03-06,https://daegu.ac.kr/article/DG159/detail/627221
463,도서관,2023학년도 1학기 창파도서관 운영 시간 안내(자료실 ...,2023-03-03,https://daegu.ac.kr/article/DG159/detail/627128
464,수업학적,[조기졸업]2023-1학기 조기졸업 신청 안내,2023-03-03,https://daegu.ac.kr/article/DG159/detail/627121
465,수업학적,[편입학]2023학년도 편입학 학점인정 심사 안내,2023-03-03,https://daegu.ac.kr/article/DG159/detail/627120
466,도서관,2023-1학기 창파도서관 개인 사물함 신청 공고,2023-03-03,https://daegu.ac.kr/article/DG159/detail/627090
467,도서관,2022년 하반기 인기 대출도서 BEST20,2023-03-02,https://daegu.ac.kr/article/DG159/detail/627021
468,수업학적,[디지털혁신본부]정보시스템 장애발생에 따른 공지,2023-03-02,https://daegu.ac.kr/article/DG159/detail/626987
469,장학,[재단] 2023-1학기 국가장학금신청자 중 소속대학 ...,2023-03-02,https://daegu.ac.kr/article/DG159/detail/626986
470,장학,2023학년도 신입생 DU Leaders & DU Dr ...,2023-03-02,https://daegu.ac.kr/article/DG159/detail/626985
471,장학,2023학년도 교직원복지장학금(신규) 신청 안내,2023-03-02,https://daegu.ac.kr/article/DG159/detail/626984
472,장학,2023학년도 새터민장학금(신규) 신청 안내,2023-03-02,https://daegu.ac.kr/article/DG159/detail/626983
473,장학,2023학년도 보훈장학금(신규) 신청 안내,2023-03-02,https://daegu.ac.kr/article/DG159/detail/626982
474,수업학적,2023학년도 신입생환영주간 행사 안내,2023-03-01,https://daegu.ac.kr/article/DG159/detail/626980
475,학생모집,2023학년도 1학기 장애학생 기숙사 룸메이트 모집&l ...,2023-02-28,https://daegu.ac.kr/article/DG159/detail/626968
476,장학,제 21기 전기(2023년 1학기) 지헌장학재단 시각디 ...,2023-02-28,https://daegu.ac.kr/article/DG159/detail/626965
477,학생모집,2023학년도 영자신문사 수습기자 모집 안내,2023-02-28,https://daegu.ac.kr/article/DG159/detail/626964
478,학생모집,[기자모집] 2023학년도 대구대 신문사 수습기자 모집,2023-02-28,https://daegu.ac.kr/article/DG159/detail/626962
479,수업학적,2023_1학기 통학버스 운행 안내,2023-02-28,https://daegu.ac.kr/article/DG159/detail/626960
480,학생모집,2023학년도 DU안전지킴이(교통봉사대) 추가 모집 공 ...,2023-02-28,https://daegu.ac.kr/article/DG159/detail/626959
481,학생모집,[추가모집]올리콘발저스코팅코리아(유)경산공장 1학기 학 ...,2023-02-28,https://daegu.ac.kr/article/DG159/detail/626944
482,수업학적,[성적]취업유고결석 기준 강화 안내(2023-2학기부터 ...,2023-02-27,https://daegu.ac.kr/article/DG159/detail/626941
483,장학,2023년 우아한 사장님 자녀 장학금 지원 장학생 모집,2023-02-27,https://daegu.ac.kr/article/DG159/detail/626940
484,수업학적,2023학년도 1학기 공통교양 영어교과목 이수 면제 신 ...,2023-02-27,https://daegu.ac.kr/article/DG159/detail/626938
485,학생모집,[현장실습] 23년도 경북신용보증재단 경주지점 1학기 ...,2023-02-27,https://daegu.ac.kr/article/DG159/detail/626937
486,장학,[재단]2023년 1학기 중소기업 취업연계 (희망사다리 ...,2023-02-27,https://daegu.ac.kr/article/DG159/detail/626923
487,장학,2022-2학기 DU행복나눔(성적우수) 2차 장학금 지 ...,2023-02-27,https://daegu.ac.kr/article/DG159/detail/626921
488,학생모집,[LINC3.0] 2023학년도 제1학기 캡스톤디자인 ...,2023-02-24,https://daegu.ac.kr/article/DG159/detail/626909
489,장학,충남인재육성재단 2023년도 상반기 장학사업 안내,2023-02-24,https://daegu.ac.kr/article/DG159/detail/626907
490,도서관,도서관 개인사물함 물품 철거(재안내),2023-02-24,https://daegu.ac.kr/article/DG159/detail/626903
491,학생모집,"[교육생모집] 고용노동부 승인, 코딩 교육프로그램 연수 ...",2023-02-24,https://daegu.ac.kr/article/DG159/detail/626902
492,학생모집,< 긴급-2023-1학기 교내근로-장애대학생 교육 ...,2023-02-23,https://daegu.ac.kr/article/DG159/detail/626901
493,장학,(수정)[국가근로] 2023-1학기 국가근로장학생 유의 ...,2023-02-23,https://daegu.ac.kr/article/DG159/detail/626889
494,학생모집,[마감] 23년도 경북신용보증재단 김천지점 1학기 학기 ...,2023-02-23,https://daegu.ac.kr/article/DG159/detail/626879
495,수업학적,[수업] 공통교양 일본어 수강신청자 초기화 및 재 수강 ...,2023-02-22,https://daegu.ac.kr/article/DG159/detail/626872
496,도서관,2023년 창파 L-Point 안내 ★1등 100만원★,2023-02-22,https://daegu.ac.kr/article/DG159/detail/626871
497,수업학적,[수업] 2023학년도 신입생 수강신청 안내,2023-02-22,https://daegu.ac.kr/article/DG159/detail/626870
498,수업학적,[수업] 2023-1 수강변경(정정) 및 수강허가 신청 ...,2023-02-22,https://daegu.ac.kr/article/DG159/detail/626866
499,학생모집,[마감] 23년도 (주)솔라라이트 1학기 학기제 현장실 ...,2023-02-21,https://daegu.ac.kr/article/DG159/detail/626857
500,장학,[기간 연장] 제14기 사회리더 대학생 멘토링 관련 멘 ...,2023-02-21,https://daegu.ac.kr/article/DG159/detail/626854
501,도서관,자유열람관 이전 안내,2023-02-21,https://daegu.ac.kr/article/DG159/detail/626853
502,학생모집,"[학군단] 2023년 학군사관(ROTC) 64, 65기 ...",2023-02-21,https://daegu.ac.kr/article/DG159/detail/626851
503,수업학적,[차세대] 마이크로디그리 이수증 발급 방법 안내,2023-02-20,https://daegu.ac.kr/article/DG159/detail/626843
504,장학,2023년 1학기「농림축산식품부 장학금」장학생 추가모집 ...,2023-02-20,https://daegu.ac.kr/article/DG159/detail/626841
505,수업학적,[학점교류]2023-1학기 국내학점교류(대구가톨릭대학교 ...,2023-02-20,https://daegu.ac.kr/article/DG159/detail/626835
506,학생모집,제48기 대구대 교육방송국 수습기자 모집,2023-02-20,https://daegu.ac.kr/article/DG159/detail/626829
507,수업학적,[취업] 2023-1학기 진로·취업교과목 안내,2023-02-20,https://daegu.ac.kr/article/DG159/detail/626824
508,수업학적,2023학년도 편입생 학사 안내,2023-02-17,https://daegu.ac.kr/article/DG159/detail/626809
509,수업학적,[신입생입학]2023학년도 신입생 입학식 안내,2023-02-17,https://daegu.ac.kr/article/DG159/detail/626806
510,학생모집,[창업지원단] 2023년 창업동아리 모집,2023-02-16,https://daegu.ac.kr/article/DG159/detail/626791
511,수업학적,[수업] 사회적기업의이해(1037) 폐강 공지,2023-02-16,https://daegu.ac.kr/article/DG159/detail/626789
512,수업학적,[K-MOOC] 타 대학(타대학) 학점 수강 안내,2023-02-16,https://daegu.ac.kr/article/DG159/detail/626786
513,학생모집,[현장실습] 2023년도 경북신용보증재단 1학기 학기제 ...,2023-02-15,https://daegu.ac.kr/article/DG159/detail/626766
514,행정안내,[취업] 2022학년도 전기(2023.2월) 졸업생 진 ...,2023-02-14,https://daegu.ac.kr/article/DG159/detail/626754
515,도서관,2023년 신입생 '첫 대출' 이벤트 안내,2023-02-14,https://daegu.ac.kr/article/DG159/detail/626753
516,장학,[차세대 반도체] 22학년도 2학기 장학생 선발 결과,2023-02-14,https://daegu.ac.kr/article/DG159/detail/626752
517,학생모집,"[교육생모집] 고용노동부 승인 빅데이터, AI 웹 개발 ...",2023-02-14,https://daegu.ac.kr/article/DG159/detail/626744
518,수업학적,[차세대] 2023-1 혁신공유대학 가상강좌 시험 일 ...,2023-02-13,https://daegu.ac.kr/article/DG159/detail/626733
519,수업학적,2023학년도 편입생 학사설명회(오리엔테이션)자료집,2023-02-13,https://daegu.ac.kr/article/DG159/detail/626731
520,학생모집,2023학년도 DU안전지킴이(교통봉사대) 선발 공고,2023-02-13,https://daegu.ac.kr/article/DG159/detail/626728
521,수업학적,2023-1학기 군교육훈련 학점인정 신청 안내,2023-02-13,https://daegu.ac.kr/article/DG159/detail/626727
522,장학,[국가근로] 국가근로장학생 동계방학근로 유의사항 및 사 ...,2023-02-13,https://daegu.ac.kr/article/DG159/detail/626721
523,장학,(수정)2023-1학기 국가근로(교내 및 교외) 신청안 ...,2023-02-10,https://daegu.ac.kr/article/DG159/detail/626716
524,수업학적,[수업] 애플(아이폰) 사용자 수강신청 관련 안내,2023-02-10,https://daegu.ac.kr/article/DG159/detail/626713
525,도서관,2023년 2월 이달의 주목해야 할 신간 도서,2023-02-10,https://daegu.ac.kr/article/DG159/detail/626712
526,장학,2023학년도 1학기 예비 장학생 선발 확인 안내,2023-02-10,https://daegu.ac.kr/article/DG159/detail/626710
527,수업학적,2023-1 시외 통학버스 신청 안내,2023-02-10,https://daegu.ac.kr/article/DG159/detail/626709
528,학생모집,[접수마감] 2023년도 대구경북첨단의료산업진흥재단 상 ...,2023-02-10,https://daegu.ac.kr/article/DG159/detail/626706
529,도서관,2월 자유열람관 정전계획에 따른 운영시간공지,2023-02-10,https://daegu.ac.kr/article/DG159/detail/626705
530,수업학적,[수업]2023-1학기 시간표 변경 내역,2023-02-09,https://daegu.ac.kr/article/DG159/detail/626701
531,학생모집,2023학년도 1학기 학기제 국내현장실습 참가학생 모집,2023-02-09,https://daegu.ac.kr/article/DG159/detail/626697
532,수업학적,[교직] 2023학년도 일반대학 교직과정 이수예정자 선 ...,2023-02-09,https://daegu.ac.kr/article/DG159/detail/626693
533,학생모집,[장애학생지원센터] 2023학년도 1학기 장애대학생 기 ...,2023-02-09,https://daegu.ac.kr/article/DG159/detail/626690
534,학생모집,[장애학생지원센터] 2023학년도 1학기 장애대학생 교 ...,2023-02-09,https://daegu.ac.kr/article/DG159/detail/626686
535,수업학적,[K-MOOC] 시험일정 및 수강안내(수정3.13),2023-02-09,https://daegu.ac.kr/article/DG159/detail/626678
536,수업학적,[졸업식안내]2022학년도 전기 학위수여식 안내,2023-02-08,https://daegu.ac.kr/article/DG159/detail/626673
537,장학,2022-2학기 DU행복나눔(성적우수) 장학금 및 특별 ...,2023-02-08,https://daegu.ac.kr/article/DG159/detail/626671
538,장학,2022-2학기 동계방학 국가근로(교외) 2차 추가신청 ...,2023-02-08,https://daegu.ac.kr/article/DG159/detail/626667
539,수업학적,[차세대] 2023-1 숭실대학교 학점교류 신청안내,2023-02-08,https://daegu.ac.kr/article/DG159/detail/626662
540,학생모집,[국내현장실습]2023년도 1학기 힐튼경주 학기제 국내 ...,2023-02-08,https://daegu.ac.kr/article/DG159/detail/626661
541,행정안내,[취업] 진로취업 홈페이지(All in Care 시스 ...,2023-02-07,https://daegu.ac.kr/article/DG159/detail/626656
542,학생모집,"[학군단] 2023년 학군사관(ROTC) 64, 65기 ...",2023-02-07,https://daegu.ac.kr/article/DG159/detail/626649
543,교육봉사,[교육봉사] 솔로몬지역아동센터 교육봉사자 모집,2023-02-03,https://daegu.ac.kr/article/DG159/detail/626638
544,장학,2023년도 1학기 2차 국가근로장학금 학생신청기간 안 ...,2023-02-02,https://daegu.ac.kr/article/DG159/detail/626611
545,수업학적,[학사안내]2023학년도 변경된 주요 학사 안내,2023-02-01,https://daegu.ac.kr/article/DG159/detail/626608
546,수업학적,[대학혁신] 2023학년도 신·편입생 학사자료집 배포,2023-02-01,https://daegu.ac.kr/article/DG159/detail/626606
547,수업학적,"[원격수업] K-MOOC, DU-MOOC, 가상강좌 시 ...",2023-02-01,https://daegu.ac.kr/article/DG159/detail/626605
548,수업학적,2023학년도 편입생 학사설명회(오리엔테이션) 안내,2023-02-01,https://daegu.ac.kr/article/DG159/detail/626602
549,예비군,2023년 1학기 예비군 전입신고 안내,2023-02-01,https://daegu.ac.kr/article/DG159/detail/626598
550,수업학적,[수업] 애플(아이폰) 사용자 수강신청 관련 안내(필독 ...,2023-01-31,https://daegu.ac.kr/article/DG159/detail/626586
551,학생모집,[한국장학재단] 2023년 제14기 사회리더 대학생 멘 ...,2023-01-31,https://daegu.ac.kr/article/DG159/detail/626582
552,학생모집,2023학년도 상반기 인재양성원 추가 모집 공고 (응시 ...,2023-01-31,https://daegu.ac.kr/article/DG159/detail/626581
553,수업학적,[차세대]2023-1학기 차세대 반도체 개설교과목 안내,2023-01-31,https://daegu.ac.kr/article/DG159/detail/626569
554,수업학적,[수업] 2023-1 수업운영 및 장바구니/수강신청 안 ...,2023-01-30,https://daegu.ac.kr/article/DG159/detail/626563
555,장학,2023년 인문지혜 장학생 PAN+ 선발 안내,2023-01-30,https://daegu.ac.kr/article/DG159/detail/626558
556,수업학적,성적 석차 산출 기준 변경에 따른 안내,2023-01-30,https://daegu.ac.kr/article/DG159/detail/626544
557,장학,2023년 1학기 국가장학금 2차 신청 안내,2023-01-30,https://daegu.ac.kr/article/DG159/detail/626543
558,수업학적,[전파진흥협회,2023-01-27,https://daegu.ac.kr/article/DG159/detail/626535
559,수업학적,2023-1학기 휴학(연기) 및 복학 신청 안내,2023-01-26,https://daegu.ac.kr/article/DG159/detail/626516
560,학생모집,[마감]2023년도 한국부동산원 1학기 학기제 국내현장 ...,2023-01-26,https://daegu.ac.kr/article/DG159/detail/626510
561,도서관,2022년 전기 졸업(수료)예정자 도서 대출/반납 및 ...,2023-01-26,https://daegu.ac.kr/article/DG159/detail/626509
562,수업학적,[학점교류]2023-1학기 국내학점교류(대구사이버대학교 ...,2023-01-26,https://daegu.ac.kr/article/DG159/detail/626507
563,학생모집,2022-2학기 빅컨셉+강의페어링 공모전 심사결과 안내,2023-01-26,https://daegu.ac.kr/article/DG159/detail/626505
564,장학,[재단] 2023-1학기 고졸 후학습자 장학금 계속장학 ...,2023-01-26,https://daegu.ac.kr/article/DG159/detail/626502
565,도서관,2023년 1월 베스트셀러 목록,2023-01-26,https://daegu.ac.kr/article/DG159/detail/626501
566,장학,2022년 하반기 인천시 대학생 학자금대출 이자 지원,2023-01-26,https://daegu.ac.kr/article/DG159/detail/626500
567,교육봉사,[교육봉사] 대구동구청소년지원센터 꿈드림 교육봉사자 모 ...,2023-01-25,https://daegu.ac.kr/article/DG159/detail/626491
568,학생모집,2023학년도 상반기 인재양성원 원생 모집 공고(응시원 ...,2023-01-25,https://daegu.ac.kr/article/DG159/detail/626489
569,학생모집,[산학협력단] 청년 기술사업화 전담인력 희망 수요조사,2023-01-20,https://daegu.ac.kr/article/DG159/detail/626463
570,수업학적,[재입학]2023-1학기 재입학 전형 합격자 발표 안내,2023-01-20,https://daegu.ac.kr/article/DG159/detail/626455
571,학생모집,[일학습병행] 2023년 일학습병행 참여학생 모집,2023-01-19,https://daegu.ac.kr/article/DG159/detail/626437
572,수업학적,[차세대] 2023-1 중앙대학교 학점교류 신청안내,2023-01-19,https://daegu.ac.kr/article/DG159/detail/626434
573,교육봉사,[교육봉사] 경산대안교육센터 교육봉사자 모집,2023-01-18,https://daegu.ac.kr/article/DG159/detail/626430
574,장학,2023년 동암장학회 장학생 선발 공지 안내,2023-01-18,https://daegu.ac.kr/article/DG159/detail/626426
575,장학,[국가근로] 국가근로장학생 동계방학근로 유의사항 및 사 ...,2023-01-17,https://daegu.ac.kr/article/DG159/detail/626411
576,수업학적,[학점교류]2023-1학기 국내학점교류(계명대학교) 신 ...,2023-01-17,https://daegu.ac.kr/article/DG159/detail/626408
577,수업학적,[학사경고자 필독] 2022-2학기 학사경고자 이수 프 ...,2023-01-16,https://daegu.ac.kr/article/DG159/detail/626402
578,도서관,2023년 1월 이달의 주목해야 할 신간 도서,2023-01-13,https://daegu.ac.kr/article/DG159/detail/626384
579,수업학적,"[학점교류]2023-1학기 국내학점교류(금오공과대학교, ...",2023-01-13,https://daegu.ac.kr/article/DG159/detail/626383
580,수업학적,[졸업연기]2022학년도 제2학기 학사학위취득 유예(졸 ...,2023-01-12,https://daegu.ac.kr/article/DG159/detail/626373
581,장학,2022년 하반기 군산시 대학생 학자금 대출 이자지원 ...,2023-01-11,https://daegu.ac.kr/article/DG159/detail/626365
582,수업학적,[차세대] 2023-1 포항공과대학교 학점교류 신청안 ...,2023-01-11,https://daegu.ac.kr/article/DG159/detail/626360
583,수업학적,[차세대] 2023-1학기 강원대학교 학점교류 신청 ...,2023-01-11,https://daegu.ac.kr/article/DG159/detail/626357
584,장학,(수정)2022-2학기 동계방학 국가근로(교외) 추가신 ...,2023-01-10,https://daegu.ac.kr/article/DG159/detail/626351
585,학생모집,[LINC3.0] K-Beauty care 프로그램 참 ...,2023-01-10,https://daegu.ac.kr/article/DG159/detail/626350
586,수업학적,[학점교류]2023-1학기 국내학점교류(한국교원대학교) ...,2023-01-09,https://daegu.ac.kr/article/DG159/detail/626338
587,도서관,01월 최신영화(DVD) 안내,2023-01-06,https://daegu.ac.kr/article/DG159/detail/626323
588,행정안내,[총무팀] 웅지관(학생회관) 학생식당 운영업체 선정 재 ...,2023-01-05,https://daegu.ac.kr/article/DG159/detail/626307
589,수업학적,2023학년도 제1차 평생교육사 자격증 발급 신청접수 ...,2023-01-05,https://daegu.ac.kr/article/DG159/detail/626306
590,수업학적,[교직] (재공지)2023-1 학교현장실습 신청 안내,2023-01-05,https://daegu.ac.kr/article/DG159/detail/626305
591,장학,[차세대반도체] 2022-2학기 장학금 신청 안내 (~ ...,2023-01-05,https://daegu.ac.kr/article/DG159/detail/626302
592,수업학적,2022학년도 겨울 계절수업 통학버스 추가 운행(임당 ...,2023-01-04,https://daegu.ac.kr/article/DG159/detail/626293
593,장학,2022학년도 2학기 마일리지장학금 신청 안내,2023-01-04,https://daegu.ac.kr/article/DG159/detail/626283
594,수업학적,[차세대] 2023-1학기 서울대학교 학점교류 신청 안 ...,2023-01-03,https://daegu.ac.kr/article/DG159/detail/626278
595,장학,2023년도 쌍용곰두리장학생 지원신청 안내,2023-01-03,https://daegu.ac.kr/article/DG159/detail/626277
596,수업학적,[학점교류]2023-1학기 국내학점교류(제주대학교) 신 ...,2023-01-03,https://daegu.ac.kr/article/DG159/detail/626276
597,수업학적,2022학년도 겨울 계절수업 수업 통학버스 탑승 제한 ...,2023-01-02,https://daegu.ac.kr/article/DG159/detail/626263
598,장학,2023년 상반기 경기도 대학생 학자금 대출이자 지원공 ...,2023-01-02,https://daegu.ac.kr/article/DG159/detail/626261
599,장학,2023 천안시대학생 학자금 대출이자 지원사업 안내,2023-01-02,https://daegu.ac.kr/article/DG159/detail/626260
600,AI학부 공지사항,2023학년도 2학기 사물함 신청 안내,23/09/04,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=455920&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
601,AI학부 공지사항,2023학년도 2학기 수강포기 실시 안내,23/08/24,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=455322&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
602,AI학부 공지사항,2023-2학기 유고결석 처리 안내,23/08/22,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=455122&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
603,AI학부 공지사항,2023 DU JOB GREAT FESTIVAL 안내,23/09/01,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=455804&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
604,AI학부 공지사항,2023학년도 2학기 장학재단 장학생 선발 안내,23/08/31,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=455773&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
605,AI학부 공지사항,2023학년도 제2학기 캡스톤디자인 과제 지원사업 안내..,23/08/31,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=455697&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
606,AI학부 공지사항,2023학년도 제2학기 조기졸업 신청 안내,23/08/29,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=455498&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
607,AI학부 공지사항,[대학혁신] 2023학년도 2학기 영어클리닉 실시 안내..,23/08/24,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=455301&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
608,AI학부 공지사항,2023학년도 2학기 공통교양 영어교과목 이수면제 신청 안내..,23/08/23,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=455203&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
609,AI학부 공지사항,2023-2학기 수강변경(정정) 및 수강허가서 온라인 신청 안내..,23/08/22,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=455135&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
610,AI학부 공지사항,「2023 서울시 인공지능(AI) 아이디어」공모전 홍보..,23/08/21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=455055&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
611,AI학부 공지사항,2023 제1회 철도 인공지능 경진대회 안내,23/07/26,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=454350&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
612,AI학부 공지사항,2023-2학기 휴학(휴학연기)/ 복학 신청기간 안내,23/07/21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=454200&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
613,AI학부 공지사항,"[군제대복학, 일반복학 학생 관련] AI학부 개편에 따른 전공배정 신..",23/07/18,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=453859&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
614,AI학부 공지사항,2022학년도 후기 (2023년 8월) 학위수여 예정자 중 포상후보자 추천..,23/07/13,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=453415&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
615,AI학부 공지사항,2023학년도 제1학기 학사학위취득 유예(졸업연기) 신규 및 기간변경..,23/07/13,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=453403&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
616,AI학부 공지사항,ICT COG ACADEMY 인공지능 기본과정 수강생 모집 안내,23/06/23,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=451741&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
617,AI학부 공지사항,위성영상을 활용한 정유탱크·컨테이너 탐지 AI 경진대회..,23/06/22,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=451642&page=1&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
618,AI학부 공지사항,42경산 라피신(La piscine) 대비 사전 SW교육과정,23/06/21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=451545&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
619,AI학부 공지사항,2023년 라이드(LAIDD) 멘토링 프로젝트 교육생 모집 안내..,23/06/21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=451532&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
620,AI학부 공지사항,2022학년도 후기(2023.8.) 졸업예정자 대상 주요 학사일정 안내..,23/06/08,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=450045&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
621,AI학부 공지사항,42경산 이노베이션 아카데미 준비강좌 교육생 모집 안내..,23/06/08,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=450036&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
622,AI학부 공지사항,2023년 지질자원데이터 활용 및 인공지능 경진대회 안내..,23/05/30,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=448880&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
623,AI학부 공지사항,2023년 8월 졸업예정자 졸업작품 심사 안내,23/05/25,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=448508&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
624,AI학부 공지사항,2023년 메타버스 아카데미 2기(경북) 수시모집 홍보 안내..,23/05/24,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=448342&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
625,AI학부 공지사항,2023년 제2회 『k-ium 의료 인공지능 경진대회』 안내..,23/05/23,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=448167&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
626,AI학부 공지사항,"2024학년도 신입학모집 학과 홍보를 위한 ""재학생 인터뷰 영상"" 시..",23/05/15,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=446770&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
627,AI학부 공지사항,2023 대구국제청소년스포츠축제 통역요원 모집 안내..,23/05/15,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=446761&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
628,AI학부 공지사항,[대학혁신] 2023학년도 DU-교양교육과정 모니터링단 선발 안내..,23/05/15,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=446758&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
629,AI학부 공지사항,2023학년도 제1학기 캡스톤디자인 경진대회 안내,23/05/15,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=446756&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
630,AI학부 공지사항,2023년 데이터 청년 캠퍼스 교육생 모집 안내,23/05/10,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=445965&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
631,AI학부 공지사항,"공학교육혁신센터, 캡스톤 디자인 과제 지원 참여자 모집 안내..",23/05/08,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=445625&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
632,AI학부 공지사항,2023년 서울시생성 AI 해커톤 모집 안내,23/05/04,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=445359&page=2&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
633,AI학부 공지사항,2023학년도 1학기 형제·자매 장학금 신청 안내,23/05/02,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=444717&page=3&menu=page&menu_id=1011&search_field=&search_key=&search_cate=
