,class,title,date,url
120,수업학적,"[원격수업]2023-2학기 DU-MOOC,가상강좌 시 ...",2023-07-28,https://daegu.ac.kr/article/DG159/detail/637000
121,수업학적,[원격수업] 2023학년도 2학기 K-MOOC 시험(중 ...,2023-07-28,https://daegu.ac.kr/article/DG159/detail/636995
122,수업학적,2023-2학기 군교육훈련 학점인정 신청 안내,2023-07-26,https://daegu.ac.kr/article/DG159/detail/636969
123,학생모집,[IPP] 롯데호텔울산 2023-2학기 일학습병행 연 ...,2023-07-26,https://daegu.ac.kr/article/DG159/detail/636968
124,학생모집,[IPP] 힐튼경주 2023-2학기 일학습병행 연계과정 ...,2023-07-26,https://daegu.ac.kr/article/DG159/detail/636966
125,학생모집,[국내현장실습] 요다정보기술(주) 2학기 학기제 국내현 ...,2023-07-26,https://daegu.ac.kr/article/DG159/detail/636964
126,수업학적,2023학년도 2학기 수업시간표 열람 및 수강신청 일정 ...,2023-07-24,https://daegu.ac.kr/article/DG159/detail/636945
127,수업학적,[차세대] 2023-2학기 숭실대학교 학점교류 신청안 ...,2023-07-24,https://daegu.ac.kr/article/DG159/detail/636933
128,교육봉사,[교육봉사] 2023 경산수학체험센터 여름방학 특집 교 ...,2023-07-24,https://daegu.ac.kr/article/DG159/detail/636932
129,장학,2023학년도 1학기 마일리지장학금 신청 안내,2023-07-21,https://daegu.ac.kr/article/DG159/detail/636926
130,수업학적,2023-2학기 휴학(휴학연기)/ 복학 신청 안내,2023-07-21,https://daegu.ac.kr/article/DG159/detail/636923
131,도서관,2023년 7월 베스트셀러 목록,2023-07-21,https://daegu.ac.kr/article/DG159/detail/636919
132,수업학적,[재입학]2023-2학기 재입학 전형 합격자 발표 안내,2023-07-21,https://daegu.ac.kr/article/DG159/detail/636918
133,도서관,2023년 7월 이달의 주목해야 할 신간도서,2023-07-21,https://daegu.ac.kr/article/DG159/detail/636916
134,학생모집,피에이치에이(주) 채용연계형 산학장학생 모집 안내,2023-07-20,https://daegu.ac.kr/article/DG159/detail/636915
135,장학,재해피해(폭우) 특별장학생 선발 안내,2023-07-20,https://daegu.ac.kr/article/DG159/detail/636909
136,학생모집,[현장실습] 2023학년도 2학기 학기제 국내현장실습 ...,2023-07-20,https://daegu.ac.kr/article/DG159/detail/636906
137,예비군,집중호우 피해로 인한 예비군훈련 면제관련 안내(7.19 ...,2023-07-20,https://daegu.ac.kr/article/DG159/detail/636899
138,장학,2023년 서울희망 대학 진로 장학금 장학생 선발안내,2023-07-19,https://daegu.ac.kr/article/DG159/detail/636894
139,장학,2023년도 정읍시민장학재단 장학생 선발 공고,2023-07-19,https://daegu.ac.kr/article/DG159/detail/636893
140,장학,2023년 상반기 군산시 대학생 학자금 대출 이자지원 ...,2023-07-19,https://daegu.ac.kr/article/DG159/detail/636892
141,행정안내,2023-1학기 빅컨셉+강의페어링 공모전 심사결과 안 ...,2023-07-19,https://daegu.ac.kr/article/DG159/detail/636891
142,수업학적,[학점교류]2023-2학기 국내학점교류(금오공과대학교) ...,2023-07-19,https://daegu.ac.kr/article/DG159/detail/636887
143,수업학적,[학점교류]2023-2학기 국내학점교류(영남대학교) 신 ...,2023-07-18,https://daegu.ac.kr/article/DG159/detail/636822
144,수업학적,[학사경고자 필독]2023-1학기 학사경고자 이수 프로 ...,2023-07-18,https://daegu.ac.kr/article/DG159/detail/636800
145,수업학적,[차세대] 2023-2학기 포항공과대학교 학점교류 신 ...,2023-07-17,https://daegu.ac.kr/article/DG159/detail/636751
146,수업학적,[차세대] 2023-2학기 강원대학교 학점교류 신청안 ...,2023-07-17,https://daegu.ac.kr/article/DG159/detail/636749
147,수업학적,"[학점교류]2023-2학기 국내학점교류(한국교원대학교, ...",2023-07-17,https://daegu.ac.kr/article/DG159/detail/636741
148,학생모집,2023 천원의아침밥 서포터즈 모집,2023-07-17,https://daegu.ac.kr/article/DG159/detail/636720
149,수업학적,[학점교류]2023-2학기 국내학점교류(대구사이버대학교 ...,2023-07-17,https://daegu.ac.kr/article/DG159/detail/636705
150,교육봉사,[교육봉사] 2023학년도 대구광명학교 여름 계절학교 ...,2023-07-14,https://daegu.ac.kr/article/DG159/detail/636620
151,도서관,2022학년도 후기 졸업(수료)예정자 대출중지 및 반납 ...,2023-07-13,https://daegu.ac.kr/article/DG159/detail/636540
152,수업학적,2023학년도 제1학기 학사학위취득(졸업연기) 신청 안 ...,2023-07-12,https://daegu.ac.kr/article/DG159/detail/636500
153,수업학적,[차세대] 2023-2학기 서울대학교 학점교류 신청 안 ...,2023-07-12,https://daegu.ac.kr/article/DG159/detail/636481
154,수업학적,[차세대] 2023-2학기 중앙대학교 학점교류 신청 안 ...,2023-07-12,https://daegu.ac.kr/article/DG159/detail/636480
155,수업학적,[학점교류]2023-2학기 국내학점교류(조선대학교) 신 ...,2023-07-11,https://daegu.ac.kr/article/DG159/detail/636422
156,수업학적,[학점교류]2023-2학기 국내학점교류(제주대학교) 신 ...,2023-07-10,https://daegu.ac.kr/article/DG159/detail/636388
157,교육봉사,[교육봉사] 대전가원학교 2023-2 자원봉사자 모집 ...,2023-07-10,https://daegu.ac.kr/article/DG159/detail/636282
158,학생모집,[대학원]2023학년도 후기 대학원 신입생 추가모집안내,2023-07-07,https://daegu.ac.kr/article/DG159/detail/636201
159,수업학적,[교직]2023학년도 제2학기 학교현장실습 신청 안내,2023-07-07,https://daegu.ac.kr/article/DG159/detail/636180
160,행정안내,2023년 KOCW 활용사례 공모전,2023-07-07,https://daegu.ac.kr/article/DG159/detail/636160
161,예비군,2023-2학기 예비군 전입신고 안내(1차),2023-07-06,https://daegu.ac.kr/article/DG159/detail/636101
162,수업학적,[학점교류]2023-2학기 국내학점교류(동국대학교) 신 ...,2023-07-06,https://daegu.ac.kr/article/DG159/detail/636100
163,수업학적,[LINC3.0]청년이머무는도시 Design Think ...,2023-07-06,https://daegu.ac.kr/article/DG159/detail/636082
164,행정안내,제3회 대학 원격교육 우수사례 공모전 안내,2023-07-06,https://daegu.ac.kr/article/DG159/detail/636062
165,수업학적,[학점교류]2023-2학기 국내학점교류(서울시립대학교) ...,2023-07-06,https://daegu.ac.kr/article/DG159/detail/636061
166,교육봉사,[교육봉사] 2023 대구교육박물관 주말교육봉사자 모집 ...,2023-07-06,https://daegu.ac.kr/article/DG159/detail/636060
167,학생모집,"[첨단]2023년도 하반기 일학습병행(SW개발, 반도체 ...",2023-07-05,https://daegu.ac.kr/article/DG159/detail/636020
168,학생모집,[IPP] 프레이저플레이스 IPP형 일학습병행 및 연계 ...,2023-07-05,https://daegu.ac.kr/article/DG159/detail/635988
169,학생모집,[IPP] 보그워너 창녕 일학습병행 연계과정 현장실습( ...,2023-07-05,https://daegu.ac.kr/article/DG159/detail/635987
170,장학,[국가근로] 한국장학재단 출근부 시스템 오류안내,2023-07-04,https://daegu.ac.kr/article/DG159/detail/635862
171,장학,[장학재단] 2023년 2학기 푸른등대 기부장학금 신규 ...,2023-07-04,https://daegu.ac.kr/article/DG159/detail/635860
172,학생모집,[국내현장실습]DGB 대구은행 하계 단기현장실습 참여 ...,2023-07-03,https://daegu.ac.kr/article/DG159/detail/635803
173,학생모집,[LINC3.0] 2023 하나 소셜벤처 유니버시티 교 ...,2023-06-27,https://daegu.ac.kr/article/DG159/detail/635581
174,장학,[재단]2023-1학기 국가장학금 2유형 지급 안내,2023-06-27,https://daegu.ac.kr/article/DG159/detail/635580
175,도서관,"2023년 창파도서관 연속간행물실(2층) , 자유열람 ...",2023-06-26,https://daegu.ac.kr/article/DG159/detail/635512
176,수업학적,[재입학]2023-2학기 재입학 전형 실시 안내,2023-06-26,https://daegu.ac.kr/article/DG159/detail/635511
177,교육봉사,[교육봉사] 서부특수교육지원센터 2023 여름 계절학교 ...,2023-06-26,https://daegu.ac.kr/article/DG159/detail/635501
178,교육봉사,[교육봉사] (추가모집) 대전해든학교 2023학년 여름 ...,2023-06-26,https://daegu.ac.kr/article/DG159/detail/635500
179,수업학적,2023-1학기 성적표 우편 발송(우편) 신청 및 성적 ...,2023-06-26,https://daegu.ac.kr/article/DG159/detail/635481
180,학생모집,[해외봉사]ESG KOICA-청년중기봉사단 (주제:환경 ...,2023-06-23,https://daegu.ac.kr/article/DG159/detail/635440
181,행정안내,2023-1학기 「나의대학생활과진로」 '10년 후 나의 ...,2023-06-22,https://daegu.ac.kr/article/DG159/detail/635306
182,행정안내,2023-1학기「DU사랑빛자유프로젝트」 우수 결과물 ...,2023-06-22,https://daegu.ac.kr/article/DG159/detail/635305
183,교육봉사,[교육봉사] 대구광명학교 여름계절학교 교육봉사자 모집,2023-06-20,https://daegu.ac.kr/article/DG159/detail/635160
184,장학,[국가근로] 국가근로장학생 하계방학집중근로 유의사항 및 ...,2023-06-20,https://daegu.ac.kr/article/DG159/detail/635147
185,수업학적,2023학년도 제3차 평생교육사 자격증 발급 신청접수 ...,2023-06-20,https://daegu.ac.kr/article/DG159/detail/635142
186,학생모집,[국내현장실습] (주)영남전기공사 하계 현장실습 참여 ...,2023-06-20,https://daegu.ac.kr/article/DG159/detail/635141
187,도서관,2023년 06월 최신영화(DVD) 안내,2023-06-19,https://daegu.ac.kr/article/DG159/detail/635081
188,장학,(장애학생) 2023학년도 1학기‘우수장애학생 장학금’ ...,2023-06-19,https://daegu.ac.kr/article/DG159/detail/635023
189,수업학적,[교육성과관리센터] 2023학년도 1학기 재학생 만족도 ...,2023-06-16,https://daegu.ac.kr/article/DG159/detail/634981
190,도서관,2023년 6월 베스트셀러 목록,2023-06-16,https://daegu.ac.kr/article/DG159/detail/634980
191,학생모집,"[평교원] 반려동물관리사 자격과정, 인간 역사의 극적인 ...",2023-06-16,https://daegu.ac.kr/article/DG159/detail/634960
192,학생모집,[LINC3.0] 제2회 학생주도형 SW 해커톤 경진대 ...,2023-06-15,https://daegu.ac.kr/article/DG159/detail/634883
193,학생모집,[LINC3.0] 청년이 머무는 도시 Design Th ...,2023-06-15,https://daegu.ac.kr/article/DG159/detail/634880
194,장학,2023년도 (재)논산시장학회 학업장려 장학금 신청안내,2023-06-15,https://daegu.ac.kr/article/DG159/detail/634867
195,장학,2023년 농림축산식품부 대학장학금 신청안내,2023-06-15,https://daegu.ac.kr/article/DG159/detail/634866
196,장학,충청남도평생교육인재육성진흥원 2023년 학자금 대출이자 ...,2023-06-15,https://daegu.ac.kr/article/DG159/detail/634865
197,학생모집,[국내현장실습] 2023년도 한국교육학술정보원 하계 현 ...,2023-06-15,https://daegu.ac.kr/article/DG159/detail/634862
198,도서관,[창파도서관 북큐레이션] 휴가유형별 맞춤도서,2023-06-15,https://daegu.ac.kr/article/DG159/detail/634861
199,장학,[국가근로] 2023-1학기 하계방학집중근로 진행 안내,2023-06-14,https://daegu.ac.kr/article/DG159/detail/634801
200,장학,(재공지 - 근로학생 필독) 2023-1학기 국가근로 ...,2023-06-14,https://daegu.ac.kr/article/DG159/detail/634800
201,교육봉사,[교육봉사] 대구서변유치원 방과후 과정 여름·겨울방학 ...,2023-06-14,https://daegu.ac.kr/article/DG159/detail/634762
202,예비군,예비군훈련에 참가하는 학생(예비군)의 학업 보장 관련사 ...,2023-06-14,https://daegu.ac.kr/article/DG159/detail/634751
203,학생모집,[대학혁신] DU 전공교육과정 모니터링단 추가모집안내,2023-06-14,https://daegu.ac.kr/article/DG159/detail/634747
204,교육봉사,[교육봉사] 2023학년도 GTU 꿈나라 어울림 교육봉 ...,2023-06-13,https://daegu.ac.kr/article/DG159/detail/634641
205,학생모집,[LINC3.0] 대경강원권 지역문화 콘텐츠개발 페스티 ...,2023-06-13,https://daegu.ac.kr/article/DG159/detail/634626
206,학생모집,[한국장학재단] 대학생 재능봉사캠프사업 하계 멘토 모집 ...,2023-06-13,https://daegu.ac.kr/article/DG159/detail/634621
207,수업학적,[계절]직무기초능력 분반 안내,2023-06-13,https://daegu.ac.kr/article/DG159/detail/634582
